id,series,source,timestamp,concurrency,mtp,prompt_tokens,output_tokens,repeat,decode_tps,prefill_tps,ttft_s,wall_s,decode_s,decode_tokens,first_chunk_tokens,end_to_end_output_tps,amortized_decode_ms_per_token,chunk_gap_p50_ms,chunk_gap_p95_ms,chunk_gap_p99_ms,chunk_count,draft_tokens,accepted_draft_tokens,draft_iterations,acceptance_percent,accepted_tokens_per_draft,prefix_hits,prefix_queries,usage_cached_tokens,kv_usage_after,configured_context,allocated_kv_gib,sampling_temperature,sampling_top_p,sampling_top_k,sampling_seed,finish_reason,prompt_sha256,host_used_before_gib,host_used_after_gib,host_available_before_gib,host_available_after_gib,host_swap_used_before_gib,host_swap_used_after_gib,host_used_delta_mib,host_swap_in_delta_mib,host_swap_out_delta_mib,workload
qualification/native_mtp2_parallel_mhc_repeat2_sampled_code.json,qualification,https://github.com/0xSero/local-ai-registry/blob/ec6e7e9541896f54a1e80cca8cec434f2053a666/sources/glm53-studio/qualification/native_mtp2_parallel_mhc_repeat2_sampled_code.json,,1,2,28,256,2,46.37518623858575,,0.35031533299479634,,5.498630209011026,255,1,,21.563255721611867,53.27558300632518,53.90087500563823,54.29091598489322,105,208.0,151.0,104.0,72.59615384615384,1.4519230769230769,,,,,16384,,1.0,0.95,20,1234,length,,,,,,,,,,,code
qualification/native_mtp2_parallel_mhc_repeat2_sampled_reasoning.json,qualification,https://github.com/0xSero/local-ai-registry/blob/ec6e7e9541896f54a1e80cca8cec434f2053a666/sources/glm53-studio/qualification/native_mtp2_parallel_mhc_repeat2_sampled_reasoning.json,,1,2,37,256,2,47.144111047722255,,0.5033041249844246,,5.4089470420149155,255,1,,21.21155702750947,53.37449999933597,54.239625023910776,54.39754200051539,103,204.0,154.0,102.0,75.49019607843137,1.5098039215686274,,,,,16384,,1.0,0.95,20,1234,length,,,,,,,,,,,reasoning
qualification/native_mtp2_parallel_mhc_repeat2_sampled_tides.json,qualification,https://github.com/0xSero/local-ai-registry/blob/ec6e7e9541896f54a1e80cca8cec434f2053a666/sources/glm53-studio/qualification/native_mtp2_parallel_mhc_repeat2_sampled_tides.json,,1,2,33,256,2,45.604987382069865,,0.5298260420095176,,5.591493707994232,255,1,,21.927426305859733,53.092041503987275,53.98420797428116,54.370124998968095,107,212.0,149.0,106.0,70.28301886792453,1.4056603773584906,,,,,16384,,1.0,0.95,20,1234,length,,,,,,,,,,,tides
qualification/native_mtp2_parallel_mhc_repeat2_sampled_tides_long.json,qualification,https://github.com/0xSero/local-ai-registry/blob/ec6e7e9541896f54a1e80cca8cec434f2053a666/sources/glm53-studio/qualification/native_mtp2_parallel_mhc_repeat2_sampled_tides_long.json,,1,2,6638,256,2,41.30608880901067,,23.494917374977376,,6.173424000007799,255,1,,24.209505882383525,55.009041010634974,55.792625003959984,56.16295797517523,114,226.0,143.0,113.0,63.27433628318584,1.2654867256637168,,,,,16384,,1.0,0.95,20,1234,length,,,,,,,,,,,tides_long
qualification/native_mtp2_parallel_mhc_repeat3_sampled_code.json,qualification,https://github.com/0xSero/local-ai-registry/blob/ec6e7e9541896f54a1e80cca8cec434f2053a666/sources/glm53-studio/qualification/native_mtp2_parallel_mhc_repeat3_sampled_code.json,,1,2,28,256,3,46.46988588804002,,0.35528741698362865,,5.487424708000617,255,1,,21.519312580394576,53.223416514811106,53.85266701341607,54.099875007523224,105,208.0,151.0,104.0,72.59615384615384,1.4519230769230769,,,,,16384,,1.0,0.95,20,1234,length,,,,,,,,,,,code
qualification/native_mtp2_parallel_mhc_repeat3_sampled_reasoning.json,qualification,https://github.com/0xSero/local-ai-registry/blob/ec6e7e9541896f54a1e80cca8cec434f2053a666/sources/glm53-studio/qualification/native_mtp2_parallel_mhc_repeat3_sampled_reasoning.json,,1,2,37,256,3,47.19589775744131,,0.5093996659852564,,5.403011959017022,255,1,,21.188282192223614,53.35139601083938,54.12254101247527,54.45554101606831,103,204.0,154.0,102.0,75.49019607843137,1.5098039215686274,,,,,16384,,1.0,0.95,20,1234,length,,,,,,,,,,,reasoning
qualification/native_mtp2_parallel_mhc_repeat3_sampled_tides.json,qualification,https://github.com/0xSero/local-ai-registry/blob/ec6e7e9541896f54a1e80cca8cec434f2053a666/sources/glm53-studio/qualification/native_mtp2_parallel_mhc_repeat3_sampled_tides.json,,1,2,33,256,3,45.71185594357954,,0.5374121250060853,,5.5784214999875985,255,1,,21.876162745049406,52.92700001155026,53.80870800581761,54.00033399928361,107,212.0,149.0,106.0,70.28301886792453,1.4056603773584906,,,,,16384,,1.0,0.95,20,1234,length,,,,,,,,,,,tides
qualification/native_mtp2_parallel_mhc_repeat3_sampled_tides_long.json,qualification,https://github.com/0xSero/local-ai-registry/blob/ec6e7e9541896f54a1e80cca8cec434f2053a666/sources/glm53-studio/qualification/native_mtp2_parallel_mhc_repeat3_sampled_tides_long.json,,1,2,6638,256,3,41.27549340679276,,23.63334100000793,,6.178000041982159,255,1,,24.227451145028073,55.06650000461377,55.829749995609745,56.132915982743725,114,226.0,143.0,113.0,63.27433628318584,1.2654867256637168,,,,,16384,,1.0,0.95,20,1234,length,,,,,,,,,,,tides_long
qualification/native_mtp2_parallel_mhc_sampled_code.json,qualification,https://github.com/0xSero/local-ai-registry/blob/ec6e7e9541896f54a1e80cca8cec434f2053a666/sources/glm53-studio/qualification/native_mtp2_parallel_mhc_sampled_code.json,,1,2,28,256,1,46.22059901374629,,0.35445250000339,,5.5170206670009065,255,1,,21.635375164709437,53.436103495187126,54.21500001102686,54.259249998722225,105,208.0,151.0,104.0,72.59615384615384,1.4519230769230769,,,,,16384,,1.0,0.95,20,1234,length,,,,,,,,,,,code
qualification/native_mtp2_parallel_mhc_sampled_reasoning.json,qualification,https://github.com/0xSero/local-ai-registry/blob/ec6e7e9541896f54a1e80cca8cec434f2053a666/sources/glm53-studio/qualification/native_mtp2_parallel_mhc_sampled_reasoning.json,,1,2,37,256,1,47.040469963735234,,0.5091705410159193,,5.420864208979765,255,1,,21.258291015606922,53.54322899074759,54.266042017843574,54.4158749980852,103,204.0,154.0,102.0,75.49019607843137,1.5098039215686274,,,,,16384,,1.0,0.95,20,1234,length,,,,,,,,,,,reasoning
qualification/native_mtp2_parallel_mhc_sampled_tides.json,qualification,https://github.com/0xSero/local-ai-registry/blob/ec6e7e9541896f54a1e80cca8cec434f2053a666/sources/glm53-studio/qualification/native_mtp2_parallel_mhc_sampled_tides.json,,1,2,33,256,1,45.49783429193001,,0.5263810420001391,,5.604662375000771,255,1,,21.979068137257926,53.11647951020859,53.9767500013113,54.37274998985231,107,212.0,149.0,106.0,70.28301886792453,1.4056603773584906,,,,,16384,,1.0,0.95,20,1234,length,,,,,,,,,,,tides
qualification/native_mtp2_parallel_mhc_sampled_tides_long.json,qualification,https://github.com/0xSero/local-ai-registry/blob/ec6e7e9541896f54a1e80cca8cec434f2053a666/sources/glm53-studio/qualification/native_mtp2_parallel_mhc_sampled_tides_long.json,,1,2,6638,256,1,41.34904195380138,,23.48068004200468,,6.167011082987301,255,1,,24.184357188185494,55.00083300285041,55.807875003665686,56.02720900787972,114,226.0,143.0,113.0,63.27433628318584,1.2654867256637168,,,,,16384,,1.0,0.95,20,1234,length,,,,,,,,,,,tides_long
